categoryId,name,moreHoursTypes,serviceTypes
gcid:toiletries_store,Toiletries store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toll_road_rest_stop,Toll road rest stop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toll_station,Toll station,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toner_cartridge_supplier,Toner cartridge supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tongue_restaurant,Tongue restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:tonkatsu_restaurant,Tonkatsu restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:tool_and_die_shop,Tool & die shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tool_manufacturer,Tool manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tool_rental_service,Tool rental service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tool_repair_shop,Tool repair shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tool_store,Tool store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tool_wholesaler,Tool wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toolroom,Toolroom,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:topography_company,Topography company,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:topsoil_supplier,Topsoil supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tortilla_shop,Tortilla shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tour_agency,Tour agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","City tours, Group tours, Private tours, Tires"
gcid:tour_operator,Tour operator,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","City tours, Group tours, Private tours, Tires"
gcid:tourist_attraction,Tourist attraction,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tourist_information_center,Tourist information center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tower_communication_service,Communications tower,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:towing_equipment_provider,Towing equipment provider,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:towing_service,Towing service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Battery, Battery service, Car towing, Fuel delivery, Local hauling, Long distance hauling, Motorcycle towing, Special vehicle towing, Tire change, Car lockouts"
gcid:townhouse_complex,Townhouse complex,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toy_library,Toy library,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toy_manufacturer,Toy manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toy_museum,Toy museum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toy_store,Toy store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:toyota_dealer,Toyota dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tractor_dealer,Tractor dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tractor_parts_store,Tractor parts store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tractor_repair_shop,Tractor repair shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trade_fair_construction_company,Trade fair construction company,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trade_school,Trade school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trading_card_store,Trading card store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:traditional_costume_club,Traditional costume club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:traditional_kostume_store,Traditional Kostume store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:traditional_market,Traditional market,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:traditional_teahouse,Traditional teahouse,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:traditional_us_american_restaurant,Traditional American restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:traffic_officer,Traffic officer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trailer_dealer,Trailer dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trailer_manufacturer,Trailer manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trailer_rental_service,Trailer rental service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Camping trailer rentals, Conex box delivery, Flatbed trailers, General repairs & maintenance, Portable storage trailers, Residential self-moving trailers, Semi-trailers, Shipping containers, Storage trailers, Trailer leasing, Trailer rentals"
gcid:trailer_repair_shop,Trailer repair shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trailer_supply_store,Trailer supply store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:train_depot,Train depot,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:train_repairing_center,Train repairing center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:train_ticket_agency,Train ticket agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",Delivery
gcid:train_ticket_counter,Train ticket office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:train_yard,Train yard,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:training_center,Training center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:training_consultant,Training consultant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:training_provider,Training provider,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:transcription_service,Transcription service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:transit_depot,Transit depot,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:translator,Translation service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:transmission_shop,Transmission shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Air & cabin filter replacement, Battery, Body & Trim, Brakes, Air conditioning, Electrical, Auto engine diagnostic, Exhaust, Oil change, Steering & suspension repair, Tires, Transmission"
gcid:transplant_surgeon,Transplant surgeon,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:transportation_escort_service,Transportation escort service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Airport transport, Anniversaries, Birthdays, City tours, Corporate services, Limousines, Private charters, School dances, Security services, Shopping, Special events, Weddings, Youth transportation"
gcid:transportation_service,Transportation service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:travel_agency,Travel agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:travel_clinic,Travel clinic,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:travel_lounge,Travel lounge,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tree_farm,Tree farm,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tree_service,Tree service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Cabling & bracing, Tree stump removal, Tree planting, Tree removal, Tree stump grinding, Tree transplanting, Tree trimming & pruning"
gcid:trial_attorney,Trial attorney,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tribal_headquarters,Tribal headquarters,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trophy_shop,Trophy shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tropical_fish_store,Tropical fish store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_accessories_store,Truck accessories store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_dealer,Truck dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_farmer,Truck farmer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_parts_supplier,Truck parts supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_rental_agency,Truck rental agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_repair_shop,Truck repair shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Air & cabin filter replacement, Battery, Body & Trim, Brakes, Air conditioning, Electrical, Auto engine diagnostic, Exhaust, Oil change, Steering & suspension repair, Tires, Transmission"
gcid:truck_stop,Truck stop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truck_topper_supplier,Truck topper supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trucking_company,Trucking company,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",Land
gcid:trucking_school,Truck driving school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:truss_manufacturer,Truss manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:trust_bank,Trust bank,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly",
gcid:tsukigime_parking_lot,Tsukigime parking lot,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tune_up_supplier,Tune up supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tunisian_restaurant,Tunisian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:turf_supplier,Turf supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:turkish_restaurant,Turkish restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:turkmen_restaurant,Turkmen restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:turnery,Turnery,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tuscan_restaurant,Tuscan restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:tutoring_service,Tutoring service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:tuxedo_shop,Tuxedo shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:typewriter_repair_service,Typewriter repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:typewriter_supplier,Typewriter supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:typing_service,Typing service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:udon_noodle_shop,Udon noodle restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:ukrainian_restaurant,Ukrainian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:unagi_restaurant,Unagi restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:underwear_store,Underwear store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:unemployment_office,Unemployment office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:unfinished_furniture_store,Unfinished furniture store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:uniform_store,Uniform store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:unisex_hairdresser,Hairdresser,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Balayage, Blowdry, Blowouts, Body waxing, Box Braids, Braids, Bridal hair, Curly hair, Dreadlocks, Hair coloring, Hair extensions, Hair regrowth, Hairstyling, Hair highlighting, Keratin treatments, Kids' cuts, Makeup services, Ombre hair color, Perms, Shampoo & conditioning, Hair straightening, Updos"
gcid:unitarian_universalist_church,Unitarian Universalist Church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer",
gcid:united_church_of_canada,United Church of Canada,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:united_church_of_christ,United Church of Christ,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:united_methodist_church,United Methodist church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:united_states_armed_forces_base,United States Armed Forces Base,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:unity_church,Unity church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:university,University,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:university_department,Academic department,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:university_hospital,University hospital,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:university_library,University library,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:upholstery_cleaning_service,Upholstery cleaning service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Area rug cleaning, General carpet cleaning, Drapes & curtain cleaning, Upholstery cleaning, Pet stain & odor removal"
gcid:upholstery_shop,Upholstery shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Aircraft upholstery, Atv upholstery, Boat upholstery, Car upholstery, Classic car upholstery, Commercial upholstery, Custom upholstery, Delivery, Exotic car upholstery, Furniture, Furniture upholstery, General repairs, Motorcycle upholstery, Refurbishment, Reshaping, Restoration, Rv upholstery"
gcid:urban_planning_department,Urban planning department,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:urgent_care_center,Urgent care center,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:urologist,Urologist,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:urology_clinic,Urology clinic,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:uruguayan_restaurant,Uruguayan restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:us_pacific_northwest_restaurant,Pacific Northwest restaurant (US),"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:used_appliance_store,Used appliance store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_auto_parts_store,Used auto parts store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_bicycle_shop,Used bicycle shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_book_store,Used book store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_car_dealer,Used car dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_cd_store,Used CD store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_clothing_store,Used clothing store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_computer_store,Used computer store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_furniture_store,Used furniture store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_game_store,Used game store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_motorcycle_dealer,Used motorcycle dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_musical_instrument_store,Used musical instrument store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_office_furniture_store,Used office furniture store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_store_fixture_supplier,Used store fixture supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_tire_shop,Used tire shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:used_truck_dealer,Used truck dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:utility_contractor,Utility contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:utility_trailer_dealer,Utility trailer dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
